W-000063	2	Cancelamento Automático da Proposta após 72 Horas sem Contato — Dado que uma proposta está na Fila do Backoffice Comercial aguardando contato do cliente; Quando o tempo de permanência atinge 72 horas sem confirmação de agendamento; Então o sistema deve cancelar automaticamente a Ordem e a Oportunidade com o motivo "Cancelado - Insucesso de Contato em 72h".
W-000064	1	Filtro de Unidades Operacionais para Vendedor Regional — Dado que um vendedor pertencente à Regional São Paulo inicia o fluxo de nova venda; Quando ele chegar ao campo "Unidade Operacional"; Então o sistema deve exibir no menu suspenso apenas as unidades operacionais vinculadas à Regional São Paulo.
W-000064	2	Validação de perfil de Backoffice com permissão ampliada — Dado que um usuário com o perfil Backoffice B2C inicia o lançamento de uma venda; Quando ele acessar o campo de seleção de Canal e Unidade; Então o sistema deve permitir a seleção de canais/unidades generalistas conforme seu grupo de acesso.
W-000065	1	Assinatura por Anexo/Evidência com Upload Obrigatório — Dado que o vendedor está na tela de Resumo da Venda; Quando ele selecionar a modalidade de assinatura "Por Anexo"; Então o Salesforce deve abrir a janela de upload de documento e só permitir o avanço do fluxo após a confirmação do anexo.
W-000065	2	Desabilitação do botão de perda pós-assinatura — Dado que o contrato foi assinado pelo cliente; Quando o status do contrato atualizar para Assinado; Então o botão "Perder Venda" deve ficar indisponível na interface.
W-000066	1	Primeiro disparo de lembrete pós 15 minutos — Dado que um contrato foi enviado ao cliente e a Oportunidade está em Aguardando Assinatura; Quando decorrerem 15 minutos sem a confirmação de assinatura; Então o sistema deve disparar o 1º lembrete automático via WhatsApp/E-mail contendo o link de aceite.
W-000066	2	Cancelamento automático no 5º dia — Dado que uma proposta está aguardando assinatura há 5 dias completos; Quando o Job de expiração for executado; Então o Salesforce deve marcar a Oportunidade como Perdida (Closed Lost) com o motivo Falta de Assinatura e notificar o vendedor proprietário.
W-000067	1	Abertura automática de ticket de cobrança no Zendesk — Dado que o retorno da análise de crédito indica a existência de um débito interno pendente; Quando a Oportunidade avançar para o status Aguardando Pagamento de Débito Interno; Então o Salesforce deve disparar uma requisição API criando um chamado no Zendesk da equipe de Cobrança com os dados do débito e do cliente.
W-000067	2	Retomada automática da venda pós-baixa bancária — Dado que o cliente realizou o pagamento do acordo promovido pela cobrança; Quando a API do BSS/SAP notificar a baixa bancária no Salesforce; Então o status da Oportunidade deve ser atualizado para Débito Quitado - Liberado para Venda e uma notificação de tarefas atribuída ao vendedor proprietário.
W-000068	1	Envio de solicitação de desconto para a Mesa de Crédito — Dado que o cliente possui restrição no Serasa e é elegível mediante taxa de R$ 149,90; Quando o vendedor selecionar a opção "Solicitar Desconto na Taxa" e informar a justificativa; Então o sistema deve disparar o Processo de Aprovação enviando a Oportunidade para a fila da Mesa de Crédito e bloqueando edições na cotação.
W-000068	2	Agendamento automático no Field Service via WhatsApp pós-baixa — Dado que o cliente efetuou o pagamento da taxa de ativação aprovada; Quando a API do BSS confirmar o pagamento no Salesforce; Então o sistema deve acionar o Chatbot no WhatsApp para que o cliente escolha a data/período de instalação e, ao receber a resposta, gravar o ServiceAppointment no FSL.
W-000069	1	Exibição de Produtos e Combos Filtrados pelo Endereço de Instalação — Dado que o vendedor inseriu o endereço de instalação qualificado para a Cidade/IBGE "X" e com viabilidade técnica de fibra confirmada; Quando a tela de seleção do catálogo for aberta; Então o Salesforce CPQ deve exibir apenas as opções de internet e combos promocionais elegíveis para aquele endereço, omitindo planos e velocidades sem cobertura técnica na região.
W-000069	2	Adição de Combo Promocional com Desconto Direcionado ao SVA — Dado que o consultor selecionou o combo promocional "Internet 700MB + HBO Max"; Quando o combo for inserido no carrinho de cotação; Então o sistema deve aplicar o valor do desconto fixo exclusivamente sobre a linha do produto HBO Max (SVA) e gravar o identificador Group Promotion ID no cabeçalho/linhas da cotação.
W-000069	3	Customização de Atributos no Carrinho e Recálculo Dinâmico — Dado que um combo promocional está adicionado ao carrinho; Quando o usuário alterar o atributo de velocidade da internet (ex: de 600MB para 700MB) ou adicionar um SVA opcional adicional; Então o motor do CPQ deve reprocessar o cálculo do carrinho em tempo real, somando a diferença de valor da nova velocidade ao montante mensal total da cotação.
